Filename,Governing Law-Answer,lat,lng,isMissing,AgreementDate
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Netherlands,52.3667,4.8833,False,1998-01-19
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Nevada,37.8445,-94.3492,False,2006-06-01
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,New York,40.6943,-73.9249,False,1998-05-05
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Maryland,39.3051,-76.6144,False,2001-11-28
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Canada,43.7417,-79.3733,False,2004-06-01
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Colorado,-22.8378,-51.9728,False,2004-09-29
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Florida,-34.1,-56.2167,True,2004-03-19
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,New York,40.6943,-73.9249,True,2016-01-06
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,New York,40.6943,-73.9249,False,2015-03-09
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,North Carolina,35.208,-80.8304,True,2010-11-04
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,Ontario,34.0393,-117.6064,False,2015-05-21
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF,New York,40.6943,-73.9249,True,2001-01-11
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,New Jersey,40.2236,-74.7641,False,2013-05-15
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,Netherlands,52.3667,4.8833,False,2017-07-31
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF",Colorado,-22.8378,-51.9728,True,2020-01-27
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",New York,40.6943,-73.9249,False,2019-03-27
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF,Delaware,40.2866,-83.0747,False,2019-02-28
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF,Colombia,4.6126,-74.0705,True,2012-01-30
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,Arkansas,34.7256,-92.3576,False,1992-05-20
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,Ontario,34.0393,-117.6064,False,1995-11-20
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF,Ohio,40.5425,-80.0926,True,2015-06-11
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,Kazakhstan,43.25,76.9,True,2000-01-03
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF,Texas,32.7936,-96.7662,True,2002-11-01
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,China,27.3336,128.5736,True,2014-01-24
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,China,27.3336,128.5736,False,2018-12-17
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False,2019-09-13
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True,2020-05-12
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF",North Carolina,35.208,-80.8304,True,2010-02-03
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",California,38.2969,-76.4949,True,1998-06-01
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF,Ontario,34.0393,-117.6064,False,2009-06-29
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,California,38.2969,-76.4949,False,1999-03-12
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF,Taiwan,24.15,120.6667,False,2015-12-11
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF",Texas,32.7936,-96.7662,False,2017-11-30
PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF,Illinois,41.8373,-87.6862,False,2016-12-14
ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,False,2014-12-12
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,New York,40.6943,-73.9249,False,2012-02-10
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,New York,40.6943,-73.9249,False,2019-04-05
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2003-03-18
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF",Florida,-34.1,-56.2167,False,2018-11-27
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,California,38.2969,-76.4949,True,1998-01-26
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,New York,40.6943,-73.9249,True,2006-06-27
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",Canada,43.7417,-79.3733,True,2004-06-16
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",Delaware,40.2866,-83.0747,False,2015-06-26
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf,Illinois,41.8373,-87.6862,True,1996-10-11
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True,2004-01-01
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,Pennsylvania,40.0077,-75.1339,True,2016-03-01
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,Pennsylvania,40.0077,-75.1339,False,2004-01-01
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,Pennsylvania,40.0077,-75.1339,False,2009-03-30
WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF,British Columbia,49.25,-123.1,False,2006-05-03
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,True,2002-11-14
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",Japan,35.6839,139.7744,True,2017-05-23
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF,China,27.3336,128.5736,True,2002-11-08
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,False,2019-08-01
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True,2011-12-27
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,California,38.2969,-76.4949,True,2016-11-06
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.PDF",Japan,35.6839,139.7744,False,2019-10-30
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",Italy,41.8931,12.4828,False,2020-04-02
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,India,28.6667,77.2167,False,2001-05-18
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.PDF,Delaware,40.2866,-83.0747,False,1997-12-14
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,Nevada,37.8445,-94.3492,False,1999-05-25
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,Massachusetts,42.3188,-71.0846,False,1999-03-29
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",New York,40.6943,-73.9249,False,2014-05-14
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT.PDF",New York,40.6943,-73.9249,False,2016-05-25
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,California,38.2969,-76.4949,True,2010-03-18
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,True,2016-09-23
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",Missouri,38.6358,-90.2451,False,2017-05-26
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Florida,-34.1,-56.2167,True,2009-04-15
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,Ontario,34.0393,-117.6064,False,1996-12-31
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",Texas,32.7936,-96.7662,False,2016-02-17
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",California,38.2969,-76.4949,False,2016-05-17
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False,2008-12-05
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,New York,40.6943,-73.9249,False,2010-07-15
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",Texas,32.7936,-96.7662,True,2018-01-10
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,Victoria,48.4283,-123.3647,True,2008-10-01
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.PDF,United Kingdom,51.5072,-0.1275,False,2012-08-16
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF",Illinois,41.8373,-87.6862,True,2015-12-10
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,Israel,31.7833,35.2167,True,2013-09-24
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',Ontario,34.0393,-117.6064,False,2011-10-24
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",New York,40.6943,-73.9249,False,2019-12-20
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",Japan,35.6839,139.7744,False,2015-08-26
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.PDF",Florida,-34.1,-56.2167,False,2017-06-30
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True,2006-12-21
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",United Kingdom,51.5072,-0.1275,False,2010-05-19
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Delaware,40.2866,-83.0747,True,2010-10-22
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2020-04-14
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,California,38.2969,-76.4949,True,2012-11-02
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",New York,40.6943,-73.9249,True,2014-08-18
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False,2020-07-01
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,California,38.2969,-76.4949,True,2005-06-01
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,True,2020-05-13
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,Nevada,37.8445,-94.3492,False,2015-01-05
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,China,27.3336,128.5736,False,2010-04-29
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False,2017-06-27
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False,2020-06-18
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2014-03-13
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",New York,40.6943,-73.9249,True,2007-04-01
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",Georgia,33.7627,-84.4224,True,2001-06-30
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",Delaware,40.2866,-83.0747,True,2018-12-31
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",California,38.2969,-76.4949,True,2009-08-28
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",New York,40.6943,-73.9249,True,2016-06-30
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,China,27.3336,128.5736,False,2007-02-08
MSCIINC_02_28_2008-EX-10.10-.PDF,New York,40.6943,-73.9249,False,2007-11-20
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Delaware,40.2866,-83.0747,False,2020-04-02
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,Georgia,33.7627,-84.4224,False,2007-12-20
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2014-04-14
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,South Dakota,43.5397,-96.732,True,2000-03-31
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Germany,52.5167,13.3833,False,2010-06-08
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Texas,32.7936,-96.7662,True,2013-08-01
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Ontario,34.0393,-117.6064,False,2005-01-21
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",California,38.2969,-76.4949,True,1998-07-07
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Washington,38.9047,-77.0163,True,1997-11-05
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Connecticut,41.1918,-73.1953,False,1994-04-15
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Colorado,-22.8378,-51.9728,True,2005-12-08
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Illinois,41.8373,-87.6862,False,1999-07-07
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2005-10-24
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",New Jersey,40.2236,-74.7641,False,2003-04-07
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Texas,32.7936,-96.7662,True,2015-03-11
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Texas,32.7936,-96.7662,True,1998-06-01
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Texas,32.7936,-96.7662,False,2003-12-23
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Kansas,37.6896,-97.3442,True,2005-01-13
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,California,38.2969,-76.4949,False,1995-08-24
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,California,38.2969,-76.4949,False,2002-03-20
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",Nevada,37.8445,-94.3492,True,2003-11-01
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,New York,40.6943,-73.9249,False,2003-04-04
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,Ohio,40.5425,-80.0926,True,2000-01-01
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,Virginia,47.5169,-92.5128,False,1996-01-01
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,Tennessee,36.1715,-86.7843,False,1999-05-31
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",New York,40.6943,-73.9249,True,2017-05-31
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,Delaware,40.2866,-83.0747,False,2016-04-26
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,Louisiana,30.0687,-89.9288,True,2007-01-01
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,New York,40.6943,-73.9249,False,1999-08-09
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,New York,40.6943,-73.9249,False,2002-01-14
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True,1998-09-21
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True,1999-02-26
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,New York,40.6943,-73.9249,True,2003-05-12
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,False,1999-10-29
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True,1999-12-13
"Antares Pharma, Inc. - Manufacturing Agreement.PDF",New York,40.6943,-73.9249,True,2018-03-20
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,Texas,32.7936,-96.7662,False,2014-12-05
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF",New York,40.6943,-73.9249,False,2018-02-13
"Sonos, Inc. - Manufacturing Agreement .PDF",California,38.2969,-76.4949,True,2014-09-04
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF",New York,40.6943,-73.9249,True,2013-01-01
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,True,2006-06-29
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,False,2009-06-30
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False,2011-03-30
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False,2009-04-27
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",California,38.2969,-76.4949,False,2009-12-11
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Switzerland,46.948,7.4474,False,1998-09-02
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,Minnesota,44.9635,-93.2678,False,2006-03-28
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False,1997-08-04
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,South Africa,-26.2044,28.0416,True,2001-03-31
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Indiana,40.622,-79.1552,False,1998-03-01
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2003-07-23
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True,2014-02-18
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True,2010-11-03
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True,2001-10-09
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",New York,40.6943,-73.9249,False,2018-12-27
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Delaware,40.2866,-83.0747,False,2016-03-31
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Delaware,40.2866,-83.0747,True,2017-08-31
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Switzerland,46.948,7.4474,True,2014-04-06
"MetLife, Inc. - Remarketing Agreement.PDF",New York,40.6943,-73.9249,False,2014-08-26
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",New York,40.6943,-73.9249,False,2009-10-15
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",New York,40.6943,-73.9249,True,2011-02-15
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",California,38.2969,-76.4949,False,2017-04-28
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Arizona,33.5722,-112.0891,False,2018-10-03
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,California,38.2969,-76.4949,False,2000-04-14
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,North Carolina,35.208,-80.8304,True,1997-12-19
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,California,38.2969,-76.4949,False,1997-12-15
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,Canada,43.7417,-79.3733,True,1996-03-13
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,California,38.2969,-76.4949,False,2008-03-21
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,California,38.2969,-76.4949,True,1999-02-17
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",California,38.2969,-76.4949,True,2015-06-23
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Ontario,34.0393,-117.6064,False,2011-01-11
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Delaware,40.2866,-83.0747,True,2019-10-31
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",New York,40.6943,-73.9249,True,2020-01-20
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,Germany,52.5167,13.3833,False,2012-11-19
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF",California,38.2969,-76.4949,False,2018-05-29
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF,New York,40.6943,-73.9249,False,2019-05-06
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,Minnesota,44.9635,-93.2678,False,2010-04-15
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf",California,38.2969,-76.4949,False,1996-11-05
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,Texas,32.7936,-96.7662,True,1996-01-01
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,New Jersey,40.2236,-74.7641,True,1999-10-13
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf",Delaware,40.2866,-83.0747,False,2020-02-05
